,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
3494,3015,2009-10-27,Stan Helsing: A Parody,14000000,1553556,0,2000
3495,808,2009-10-28,Michael Jackson's This Is It,60000000,252091016,72091016,2000
3496,3499,2009-10-30,Gentlemen Broncos,9500000,118482,113682,2000
3497,3628,2009-10-30,The Boondock Saints 2: All Saints Day,8000000,10629320,10273187,2000
3498,4904,2009-10-30,The House of the Devil,1000000,102812,101215,2000
3499,4978,2009-11-08,London to Brighton,825000,610776,0,2000
3500,1607,2009-11-09,Whiteout,35000000,12254746,10275638,2000
3501,2534,2009-11-09,I Can Do Bad All By Myself,19000000,51733921,51733921,2000
3502,3102,2009-11-09,Sorority Row,12500000,26735797,11965282,2000
3503,5268,2009-11-09,The Horse Boy,160000,156612,156612,2000
3504,379,2009-11-12,The Lovely Bones,95000000,94894448,44114232,2000
3505,842,2009-11-12,Invictus,60000000,124514011,37491364,2000
3506,3741,2009-11-12,A Single Man,7000000,28142379,9176000,2000
3507,4838,2009-11-12,Rocket Singh: Salesman of the Year,1070000,5348767,164649,2000
3508,52,2009-11-13,2012,200000000,788408539,166112167,2000
3509,1112,2009-11-13,The Boat That Rocked,50000000,37472651,8017467,2000
3510,1390,2009-11-13,The Fantastic Mr. Fox,40000000,47085064,21002919,2000
3511,3816,2009-11-13,The Messenger,6500000,1744952,1109660,2000
3512,839,2009-11-20,Planet 51,60000000,108996113,42194060,2000
3513,1001,2009-11-20,The Twilight Saga: New Moon,50000000,687557727,296623634,2000
3514,1428,2009-11-20,Red Cliff,40000000,119627047,627047,2000
3515,1509,2009-11-20,The Blind Side,35000000,305705794,255959475,2000
3516,2144,2009-11-20,Bad Lieutenant: Port of Call New Orleans,25000000,12413949,1702112,2000
3517,4611,2009-11-20,The Missing Person,2000000,17896,17896,2000
3518,314,2009-11-25,The Princess and the Frog,105000000,270997378,104400899,2000
3519,1068,2009-11-25,Ninja Assassin,50000000,62209892,38122883,2000
3520,1542,2009-11-25,Old Dogs,35000000,95104304,49492060,2000
3521,2131,2009-11-25,The Road,25000000,29206732,8114270,2000
3522,2146,2009-11-25,Me and Orson Welles,25000000,1190003,1190003,2000
3523,3237,2009-11-27,The Cry of the Owl,11500000,0,0,2000
3524,301,2009-12-06,The Taking of Pelham 123,110000000,152364370,65452312,2000
3525,959,2009-12-06,Imagine That,55000000,16123323,16123323,2000
3526,4035,2009-12-06,Moon,5000000,10676073,5010163,2000
3527,4864,2009-12-06,"Food, Inc.",1000000,4731944,4417674,2000
3528,3568,2009-12-16,Crazy Heart,8500000,47417251,39471742,2000
3529,1,2009-12-18,Avatar,425000000,2783918982,760507625,2000
3530,546,2009-12-18,Nine,80000000,53508858,19676965,2000
3531,892,2009-12-18,Did You Hear About the Morgans?,58000000,80480566,29580087,2000
3532,1604,2009-12-18,The Young Victoria,35000000,31878891,11001272,2000
3533,637,2009-12-23,Alvin and the Chipmunks: The Squeakquel,70000000,443483213,219614612,2000
3534,398,2009-12-25,Sherlock Holmes,90000000,498438212,209028679,2000
3535,452,2009-12-25,It’s Complicated,85000000,224614744,112735375,2000
3536,1838,2009-12-25,The Imaginarium of Doctor Parnassus,30000000,64352607,7689607,2000
3537,4620,2009-12-29,Lesbian Vampire Killers,2000000,3620902,0,2000
3538,2640,2009-12-30,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,25727044,2222862,2000
3539,1489,2009-12-31,Obitaemyy ostrov,36500000,15000000,0,2000
3540,2226,2009-12-31,Shi Yue Wei Cheng,23000000,44195779,0,2000
3541,3485,2009-12-31,Good Intentions,10000000,0,0,2000
3542,3670,2009-12-31,Chirstmas in Beverly Hills,8000000,0,0,2000
3543,4421,2009-12-31,The Deported,3000000,0,0,2000
3544,4422,2009-12-31,Chicago Overcoat,3000000,0,0,2000
3545,4430,2009-12-31,Four Single Fathers,3000000,0,0,2000
3546,4500,2009-12-31,The Calling,2500000,0,0,2000
3547,4512,2009-12-31,Nikté,2400000,1333891,0,2000
3548,4627,2009-12-31,Nine Dead,2000000,0,0,2000
3549,4674,2009-12-31,Deadline,1800000,0,0,2000
3550,4781,2009-12-31,The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000,0,0,2000
3551,4979,2009-12-31,Crying With Laughter,820000,16909,0,2000
3552,5023,2009-12-31,Starsuckers,640000,14812,0,2000
3553,5334,2009-12-31,Big Things,50000,0,0,2000
3554,243,2010-01-04,Clash of the Titans,125000000,493214888,163214888,2010
3555,158,2010-01-07,The Last Airbender,150000000,319713881,131772187,2010
3556,2362,2010-01-09,The American,20000000,67950723,35606376,2010
3557,5147,2010-01-09,My Dog Tulip,350000,310891,246574,2010
3558,1291,2010-01-10,The Social Network,40000000,224922135,96962694,2010
3559,1953,2010-01-10,Case 39,27000000,28773827,13261851,2010
3560,2445,2010-01-10,Let Me In,20000000,28270399,12134935,2010
3561,4402,2010-01-10,Chain Letter,3000000,1022453,205842,2010
3562,4420,2010-01-10,Barry Munday,3000000,0,0,2010
3563,4438,2010-01-10,Freakonomics,2900000,172867,101270,2010
3564,512,2010-01-15,The Book of Eli,80000000,158750817,94835059,2010
3565,1914,2010-01-15,The Spy Next Door,28000000,46752858,24307106,2010
3566,2624,2010-01-15,The Last Station,18000000,15696146,6617867,2010
3567,4397,2010-01-15,Fish Tank,3000000,5922292,374675,2010
3568,1132,2010-01-22,The Tooth Fairy,48000000,112610386,60022256,2010
3569,1702,2010-01-22,Extraordinary Measures,31000000,15826984,12482741,2010
3570,1983,2010-01-22,Legion,26000000,67647574,40168080,2010
3571,3550,2010-01-22,La fille du RER,9000000,208163,208163,2010
3572,5054,2010-01-22,To Save a Life,500000,3824868,3777210,2010
3573,5015,2010-01-26,B-Girl,700000,1160,0,2010
3574,836,2010-01-29,Edge of Darkness,60000000,82812456,43313890,2010
3575,4601,2010-01-29,Saint John of Las Vegas,2000000,102645,102645,2010
3576,4934,2010-01-29,Zombies of Mass Destruction,1000000,0,0,2010
3577,1430,2010-02-04,The Warlords,40000000,38899792,129078,2010
3578,2333,2010-02-04,Why Did I Get Married Too?,20000000,60831067,60095852,2010
3579,3554,2010-02-04,Leaves of Grass,9000000,85527,70066,2010
3580,3890,2010-02-04,The Greatest,6000000,117796,115862,2010
3581,3897,2010-02-04,Don McKay,6000000,13722,13722,2010
3582,5370,2010-02-04,Breaking Upwards,15000,115592,115592,2010
3583,500,2010-02-19,Shutter Island,80000000,299461782,128012934,2010
3584,1216,2010-02-19,The Ghost Writer,45000000,65532491,15541549,2010
3585,1851,2010-02-19,Le Petit Nicolas,30000000,52339566,201857,2010
3586,3463,2010-02-19,Blood Done Sign My Name,10000000,109383,109383,2010
3587,3464,2010-02-19,The Good Guy,10000000,106466,100688,2010
3588,4258,2010-02-19,Defendor,3750000,44462,44462,2010
3589,1484,2010-02-26,Cop Out,37000000,55909910,44875481,2010
3590,2539,2010-02-26,The Crazies,19000000,56445534,39123589,2010
3591,2784,2010-02-26,The Yellow Handkerchief,15500000,318623,318623,2010
3592,3081,2010-02-26,Un Prophète,13000000,19910624,2087720,2010
3593,4883,2010-03-02,Ajami,1000000,2721096,621859,2010
3594,1682,2010-03-09,Going the Distance,32000000,43603990,17804299,2010
3595,3097,2010-03-09,Machete,12500000,46370970,26593646,2010
3596,3217,2010-03-09,San qiang pai an jing qi,12000000,310946,190946,2010
3597,4914,2010-03-09,16 to Life,1000000,11574,11574,2010
3598,1267,2010-03-12,The Warrior's Way,42000000,8514325,5666340,2010
3599,2499,2010-03-12,All Good Things,20000000,873617,582024,2010
3600,3032,2010-03-12,Black Swan,13000000,331266710,106954678,2010
3601,3082,2010-03-12,"I Love You, Phillip Morris",13000000,23014027,2037459,2010
3602,1179,2010-03-19,The Bounty Hunter,45000000,135808837,67061228,2010
3603,1684,2010-03-19,Repo Men,32000000,18195238,13942007,2010
3604,2807,2010-03-19,Diary of a Wimpy Kid,15000000,76954311,64003625,2010
3605,3498,2010-03-19,The Runaways,9500000,5278632,3573673,2010
3606,3862,2010-03-19,City Island,6000000,8173486,6671283,2010
3607,4834,2010-03-23,Lake Mungo,1100000,0,0,2010
3608,110,2010-03-26,How to Train Your Dragon,165000000,494870991,217581231,2010
3609,1494,2010-03-26,Hot Tub Time Machine,36000000,65967750,50269859,2010
3610,3078,2010-03-26,Chloe,13000000,11831131,3075255,2010
3611,3775,2010-03-26,Ca$h,7000000,46488,46488,2010
3612,4405,2010-03-26,The Eclipse,3000000,133411,133411,2010
3613,2332,2010-03-31,The Last Song,20000000,92678948,62950384,2010
3614,598,2010-04-06,Killers,75000000,95572749,47059963,2010
3615,1073,2010-04-06,Marmaduke,50000000,89895930,33644788,2010
3616,1322,2010-04-06,Get Him to the Greek,40000000,91455875,61153526,2010
3617,1819,2010-04-06,Splice,30000000,26857459,17010170,2010
3618,3210,2010-04-06,Ondine,12000000,557545,550472,2010
3619,2512,2010-04-13,Three Kingdoms: Resurrection of the Dragon,20000000,22139590,0,2010
3620,1900,2010-04-16,Kick-Ass,28000000,97531134,48071303,2010
3621,2287,2010-04-16,Death at a Funeral,21000000,48977233,42739347,2010
3622,3115,2010-04-16,The Perfect Game,12500000,3931367,1089445,2010
3623,3434,2010-04-16,The Joneses,10000000,3541565,1475746,2010
3624,3591,2010-04-16,The City of Your Final Destination,8300000,1353296,493296,2010
3625,4281,2010-04-16,El secreto de sus ojos,3500000,40527719,6391436,2010
3626,548,2010-04-22,Oceans,80000000,86787530,19422319,2010
3627,1555,2010-04-23,The Back-up Plan,35000000,75281179,37490007,2010
3628,2086,2010-04-23,The Losers,25000000,29863840,23591432,2010
3629,3461,2010-04-23,Joheunnom nabbeunnom isanghannom,10000000,42226657,128486,2010
3630,1532,2010-04-30,A Nightmare on Elm Street,35000000,117729621,63075011,2010
3631,1593,2010-04-30,Furry Vengeance,35000000,39340177,17630465,2010
3632,3301,2010-04-30,Housefull,10100000,18726300,1183658,2010
3633,3491,2010-04-30,Gunless,9900000,458054,458054,2010
3634,3703,2010-04-30,Harry Brown,7300000,12023606,1818681,2010
3635,4253,2010-04-30,The Good Heart,3800000,340930,20930,2010
3636,4378,2010-04-30,Please Give,3000000,4570178,4033574,2010
3637,995,2010-05-02,From Paris With Love,52000000,53139168,24077427,2010
3638,2023,2010-05-02,Dear John,25000000,142033509,80014842,2010
3639,2949,2010-05-02,Shinjuku Incident,15000000,0,0,2010
3640,3552,2010-05-02,The Red Riding Trilogy: 1974,9000000,148826,148826,2010
3641,44,2010-05-03,Alice in Wonderland,200000000,1025491110,334191110,2010
3642,2687,2010-05-03,Brooklyn's Finest,17000000,39233233,27163593,2010
3643,3646,2010-05-03,The Secret of Kells,8000000,3582797,690290,2010
3644,5208,2010-05-10,Rust,250000,0,0,2010
3645,218,2010-05-11,Megamind,130000000,321887208,148415853,2010
3646,718,2010-05-11,Due Date,65000000,211739043,100539043,2010
3647,2290,2010-05-11,For Colored Girls,21000000,38017873,37729698,2010
3648,2605,2010-05-11,127 Hours,18000000,60217171,18335230,2010
3649,4257,2010-05-11,Four Lions,3750000,2436111,310007,2010
3650,33,2010-05-14,Robin Hood,210000000,322241588,105269730,2010
3651,1754,2010-05-14,Letters to Juliet,30000000,82148538,53032453,2010
3652,3162,2010-05-14,Just Wright,12000000,21867665,21540363,2010
3653,3546,2010-05-14,Princess Kaiulani,9000000,883887,883887,2010
3654,5080,2010-05-14,The Living Wake,500000,12232,12232,2010
3655,107,2010-05-21,Shrek Forever After,165000000,756244673,238736787,2010
3656,3109,2010-05-21,Solitary Man,12500000,4360548,4360548,2010
3657,3393,2010-05-21,MacGruber,10000000,8629895,8525600,2010
3658,3507,2010-05-21,Kites,9200000,17155193,1685269,2010
3659,3798,2010-05-21,Perrier’s Bounty,6600000,828,828,2010
3660,373,2010-05-27,Sex and the City 2,95000000,294680778,95347692,2010
3661,55,2010-05-28,Prince of Persia: Sands of Time,200000000,314594597,90759676,2010
3662,686,2010-05-28,Agora,70000000,38992292,619423,2010
3663,1269,2010-05-28,Micmacs,42000000,11756922,1259693,2010
3664,4029,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000,16515203,6096582,2010
3665,4157,2010-05-28,George A. Romero's Survival of the Dead,4200000,101740,101740,2010
3666,336,2010-06-08,The Other Guys,100000000,170936470,119219978,2010
3667,1771,2010-06-08,Step Up 3D,30000000,165889117,42400223,2010
3668,3008,2010-06-08,Flipped,14000000,4127619,1755212,2010
3669,3474,2010-06-08,The Oxford Murders,10000000,17704131,4803,2010
3670,40,2010-06-18,Toy Story 3,200000000,1069818229,415004880,2010
3671,1149,2010-06-18,Jonah Hex,47000000,11022696,10547117,2010
3672,3091,2010-06-18,The Killer Inside Me,13000000,3617277,217277,2010
3673,3413,2010-06-18,Io sono l’amore,10000000,15132211,5005465,2010
3674,3744,2010-06-18,Cyrus,7000000,10062896,7468936,2010
3675,4495,2010-06-18,8: The Mormon Proposition,2500000,100280,100280,2010
3676,271,2010-06-23,Knight and Day,117000000,258751370,76423035,2010
3677,579,2010-06-25,Grown Ups,75000000,272223430,162001186,2010
3678,3010,2010-06-25,Les herbes folles,14000000,1903952,403952,2010
3679,5155,2010-06-25,Dogtooth,323000,1373407,110248,2010
3680,689,2010-06-30,The Twilight Saga: Eclipse,68000000,706102828,300531751,2010
3681,2152,2010-06-30,Love Ranch,25000000,146149,137885,2010
3682,98,2010-07-05,Iron Man 2,170000000,623561331,312433331,2010
3683,3764,2010-07-05,Mother and Child,7000000,6537179,1110509,2010
3684,123,2010-07-14,The Sorcerer's Apprentice,160000000,217986320,63150991,2010
3685,117,2010-07-16,Inception,160000000,832584416,292576195,2010
3686,3914,2010-07-16,Valhalla Rising,5700000,731613,30638,2010
3687,3918,2010-07-16,Standing Ovation,5600000,531806,531806,2010
3688,221,2010-07-23,Salt,130000000,290650494,118311368,2010
3689,2851,2010-07-23,Ramona and Beezus,15000000,27469621,26167002,2010
3690,4131,2010-07-23,Life During Wartime,4500000,281447,281447,2010
3691,4139,2010-07-23,Spoken Word,4500000,32961,32961,2010
3692,465,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,114979922,45539292,2010
3693,688,2010-07-30,Dinner for Schmucks,69000000,86796502,73026337,2010
3694,1235,2010-07-30,Charlie St. Cloud,44000000,48478084,31206263,2010
3695,3740,2010-07-30,Get Low,7000000,10828305,9176933,2010
3696,3769,2010-07-30,The Extra Man,7000000,492108,453377,2010
3697,2378,2010-08-01,Daybreakers,20000000,51445503,30101577,2010
3698,2542,2010-08-01,Leap Year,19000000,32618920,25918920,2010
3699,2612,2010-08-01,Youth in Revolt,18000000,19685588,15285588,2010
3700,1454,2010-08-10,Life as We Know It,38000000,105887837,53374681,2010
3701,1536,2010-08-10,Secretariat,35000000,60376247,59699513,2010
3702,2107,2010-08-10,My Soul to Take,25000000,16727470,14744435,2010
3703,2274,2010-08-10,Stone,22000000,4065020,1810078,2010
3704,3478,2010-08-10,It's a Wonderful Afterlife,10000000,1642939,0,2010
3705,3633,2010-08-10,It's Kind of a Funny Story,8000000,6632950,6363628,2010
3706,4569,2010-08-10,Inside Job,2000000,7799257,4311834,2010
3707,4651,2010-08-10,Nowhere Boy,1900000,7785229,1445366,2010
3708,4682,2010-08-10,I Spit on Your Grave,1750000,1278471,93051,2010
3709,472,2010-08-13,Scott Pilgrim vs. The World,85000000,48056764,31611316,2010
3710,483,2010-08-13,The Expendables,82000000,268268174,103068524,2010
3711,798,2010-08-13,Eat Pray Love,60000000,206598789,80574010,2010
3712,4156,2010-08-13,Animal Kingdom,4200000,8078683,1044039,2010
3713,2360,2010-08-18,Vampires Suck,20000000,81424988,36661504,2010
3714,1569,2010-08-20,Nanny McPhee and the Big Bang,35000000,97799865,29197642,2010
3715,2182,2010-08-20,Piranha 3D,24000000,83660160,25003155,2010
3716,2541,2010-08-20,The Switch,19000000,49858465,27758465,2010
3717,2630,2010-08-20,Mao's Last Dancer,18000000,25941437,4806750,2010
3718,2689,2010-08-20,Lottery Ticket,17000000,24719879,24719879,2010
3719,4093,2010-08-20,Soul Kitchen,4900000,23347469,276901,2010
3720,1668,2010-08-27,Takers,32000000,70587268,57744720,2010
3721,2932,2010-08-27,Centurion,15000000,7885048,123570,2010
3722,4614,2010-08-27,Circle,2000000,10024,10024,2010
3723,4660,2010-08-27,The Last Exorcism,1800000,70165900,41034350,2010
3724,2777,2010-09-03,Hachiko: A Dog's Story,16000000,47707417,0,2010
3725,920,2010-09-04,Date Night,55000000,152269033,98711404,2010
3726,4136,2010-09-04,After.Life,4500000,2481925,108596,2010
3727,4388,2010-09-04,Letters to God,3000000,3237452,2848587,2010
3728,4493,2010-09-04,Valley of the Hearts Delight,2500000,118666,118666,2010
3729,4655,2010-09-04,The Square,1900000,740932,406216,2010
3730,687,2010-09-07,Despicable Me,69000000,543495033,251513985,2010
3731,1335,2010-09-07,Predators,40000000,127234389,52000688,2010
3732,3920,2010-09-07,[Rec] 2,5600000,18527766,27766,2010
3733,4172,2010-09-07,The Kids Are All Right,4000000,36275469,20811365,2010
3734,2917,2010-09-15,Never Let Me Go,15000000,11173718,2434652,2010
3735,1479,2010-09-17,The Town,37000000,152566881,92186262,2010
3736,2391,2010-09-17,Alpha and Omega 3D,20000000,48958353,25107267,2010
3737,3330,2010-09-17,Devil,10000000,63354114,33679655,2010
3738,3601,2010-09-17,Easy A,8000000,76200721,58401464,2010
3739,3792,2010-09-17,Incendies,6800000,16038343,6857096,2010
3740,2916,2010-09-22,You Will Meet a Tall Dark Stranger,15000000,34247816,3247816,2010
3741,352,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000,139716717,55675313,2010
3742,663,2010-09-24,Wall Street 2: Money Never Sleeps,70000000,137431619,52474616,2010
3743,2389,2010-09-24,You Again,20000000,32838945,25702053,2010
3744,2773,2010-09-24,Enter the Void,16000000,1467278,337997,2010
3745,4590,2010-09-24,The Virginity Hit,2000000,636706,636706,2010
3746,4647,2010-09-24,Buried,1987650,21270290,1044143,2010
3747,3227,2010-10-02,Triangle,12000000,1595168,0,2010
3748,895,2010-10-09,Resident Evil: Afterlife,57500000,295874190,60128566,2010
3749,3796,2010-10-09,Bran Nue Dae,6750000,6812530,113568,2010
3750,4063,2010-10-09,"Lovely, Still",5000000,282687,127564,2010
3751,1370,2010-10-11,Morning Glory,40000000,59795070,31011732,2010
3752,128,2010-10-12,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,418186950,104386950,2010
3753,347,2010-10-12,The Tourist,100000000,278731369,67631157,2010
3754,2504,2010-10-12,The Tempest,20000000,277943,277943,2010
3755,3242,2010-10-12,The Fighter,11000000,129262388,93617009,2010
3756,794,2010-10-15,Red,60000000,196439693,90380162,2010
3757,1075,2010-10-15,Hereafter,50000000,105246941,32746941,2010
3758,2316,2010-10-15,Jackass 3D,20000000,171685793,117229692,2010
3759,2646,2010-10-15,Carlos,18000000,157002,145526,2010
3760,3107,2010-10-15,Conviction,12500000,11826980,6797696,2010
3761,4697,2010-10-15,N-Secure,1600000,2595644,2595644,2010
3762,5130,2010-10-15,I Want Your Money,400000,433588,433588,2010
3763,5351,2010-10-15,Down Terrace,30000,9812,9812,2010
3764,4331,2010-10-20,Paranormal Activity 2,3000000,177512032,84752907,2010
3765,2678,2010-10-29,Saw 3D,17000000,133735284,45710178,2010
3766,3456,2010-10-29,Welcome to the Rileys,10000000,355919,152857,2010
3767,3656,2010-10-29,Wild Target,8000000,5314194,109338,2010
3768,5069,2010-10-29,Monsters,500000,5639730,237301,2010
3769,2776,2010-11-05,Haeundae,16000000,64733391,0,2010
3770,298,2010-11-06,The A-Team,110000000,177241171,77222099,2010
3771,1278,2010-11-06,The Karate Kid,40000000,351774938,176591618,2010
3772,4562,2010-11-06,Winter's Bone,2000000,16131551,6531503,2010
3773,4616,2010-11-06,Jerusalema,2000000,10679,7294,2010
3774,235,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000,960283305,295983305,2010
